,LEMMA_CHILD_1,LEMMA_CHILD_2,LEMMA_CHILD_3,LEMMA_GRAND_PARENT,LEMMA_PARENT
99586,,,,compor,chapa
99587,seu,,,para,compor
99588,,,,afirmar,ficar
99589,,,,,afirmar
99590,ficar,-,-,,
99591,,,,,afirmar
99592,,,,afirmar,ficar
99593,-,honrar,-,,afirmar
99594,,,,ficar,honrar
99595,muito,com,,afirmar,ficar
99596,proposta,,,ficar,honrar
99597,,,,com,proposta
99598,o,,,honrar,com
99599,,,,afirmar,ficar
99600,,,,afirmar,ficar
99601,,,,ter,governador
99602,o,Brizola,,ficar,ter
99603,,,,ter,governador
99604,governador,nome,,afirmar,ficar
99605,bom,,,ficar,ter
99606,,,,nome,bom
99607,muito,para,,ter,nome
99608,compor,,,nome,bom
99609,chapa,,,bom,para
99610,,,,compor,chapa
99611,seu,,,para,compor
99612,,,,afirmar,ficar
99613,,,,,afirmar
99614,ficar,-,-,,
99615,,,,,afirmar
99616,,,,afirmar,ficar
99617,-,honrar,-,,afirmar
99618,,,,ficar,honrar
99619,muito,com,,afirmar,ficar
99620,proposta,,,ficar,honrar
99621,,,,com,proposta
99622,o,,,honrar,com
99623,,,,afirmar,ficar
99624,,,,afirmar,ficar
99625,,,,ter,governador
99626,o,Brizola,,ficar,ter
99627,,,,ter,governador
99628,governador,nome,,afirmar,ficar
99629,bom,,,ficar,ter
99630,,,,nome,bom
99631,muito,para,,ter,nome
99632,compor,,,nome,bom
99633,chapa,,,bom,para
99634,,,,compor,chapa
99635,seu,,,para,compor
99636,,,,afirmar,ficar
99637,,,,,afirmar
99638,ficar,-,-,,
99639,,,,,afirmar
99640,,,,,apoiar
99641,governador,ação,,,
99642,de,,,,apoiar
99643,PF,,,apoiar,ação
99644,,,,de,PF
99645,o,,,ação,de
99646,,,,informar,governo
99647,o,de,,,informar
99648,estado,,,informar,governo
99649,,,,de,estado
99650,o,,,governo,de
99651,governo,-,através,,
99652,,,,,informar
99653,de,,,,informar
99654,nota,,,informar,através
99655,de,,,através,de
99656,assessoria,,,de,nota
99657,,,,de,assessoria
99658,seu,de,,nota,de
99659,imprensa,,,de,assessoria
99660,,,,assessoria,de
99661,,,,,informar
99662,,,,informar,configurar
99663,,,,configurar,declaração
99664,o,de,sobre,informar,configurar
99665,presidente,e,de,configurar,declaração
99666,,,,de,presidente
99667,o,Itamar_Franco,,declaração,de
99668,,,,de,presidente
99669,,,,declaração,de
99670,presidente,,,declaração,de
99671,,,,de,presidente
99672,o,eleger,Fernando_Henrique_Cardoso,de,de
99673,,,,de,presidente
99674,,,,de,presidente
99675,medida,,,configurar,declaração
99676,federal,de,,declaração,sobre
99677,,,,sobre,medida
99678,combate,,,sobre,medida
99679,a,,,medida,de
99680,tráfico,,,de,combate
99681,,,,a,tráfico
99682,o,de,,combate,a
99683,droga,,,a,tráfico
99684,,,,tráfico,de
99685,,,,informar,configurar
99686,que,declaração,-,,informar
99687,análogo,,,informar,configurar
99688,a,,,configurar,posição
99689,o,,,posição,análogo
99690,vir,,,análogo,a
99691,,,,vir,defender
99692,,,,vir,governador
99693,o,de,,o,vir
99694,estado,,,vir,governador
99695,,,,de,estado
99696,o,,,governador,de
99697,governador,defender,,a,o
99698,que,,,o,vir
99699,,,,informar,configurar
99700,,,,,informar
99701,,,,informar,governo
99702,o,de,,,informar
99703,estado,,,informar,governo
99704,,,,de,estado
99705,o,,,governo,de
99706,governo,-,através,,
99707,,,,,informar
99708,de,,,,informar
99709,nota,,,informar,através
99710,de,,,através,de
99711,assessoria,,,de,nota
99712,,,,de,assessoria
99713,seu,de,,nota,de
99714,imprensa,,,de,assessoria
99715,,,,assessoria,de
99716,,,,,informar
99717,,,,informar,configurar
99718,,,,configurar,declaração
99719,o,de,sobre,informar,configurar
99720,presidente,e,de,configurar,declaração
99721,,,,de,presidente
99722,o,Itamar_Franco,,declaração,de
99723,,,,de,presidente
99724,,,,declaração,de
99725,presidente,,,declaração,de
99726,,,,de,presidente
99727,o,eleger,Fernando_Henrique_Cardoso,de,de
99728,,,,de,presidente
99729,,,,de,presidente
99730,medida,,,configurar,declaração
99731,federal,de,,declaração,sobre
99732,,,,sobre,medida
99733,combate,,,sobre,medida
99734,a,,,medida,de
99735,tráfico,,,de,combate
99736,,,,a,tráfico
99737,o,de,,combate,a
99738,droga,,,a,tráfico
99739,,,,tráfico,de
99740,,,,informar,configurar
99741,que,declaração,-,,informar
99742,análogo,,,informar,configurar
99743,a,,,configurar,posição
99744,o,,,posição,análogo
99745,vir,,,análogo,a
99746,,,,vir,defender
99747,,,,vir,governador
99748,o,de,,o,vir
99749,estado,,,vir,governador
99750,,,,de,estado
99751,o,,,governador,de
99752,governador,defender,,a,o
99753,que,,,o,vir
99754,,,,informar,configurar
99755,,,,,informar
99756,,,,informar,governo
99757,o,de,,,informar
99758,estado,,,informar,governo
99759,,,,de,estado
99760,o,,,governo,de
99761,governo,-,através,,
99762,,,,,informar
99763,de,,,,informar
99764,nota,,,informar,através
99765,de,,,através,de
99766,assessoria,,,de,nota
99767,,,,de,assessoria
99768,seu,de,,nota,de
99769,imprensa,,,de,assessoria
99770,,,,assessoria,de
99771,,,,,informar
99772,,,,informar,configurar
99773,,,,configurar,declaração
99774,o,de,sobre,informar,configurar
99775,presidente,e,de,configurar,declaração
99776,,,,de,presidente
99777,o,Itamar_Franco,,declaração,de
99778,,,,de,presidente
99779,,,,declaração,de
99780,presidente,,,declaração,de
99781,,,,de,presidente
99782,o,eleger,Fernando_Henrique_Cardoso,de,de
99783,,,,de,presidente
99784,,,,de,presidente
99785,medida,,,configurar,declaração
99786,federal,de,,declaração,sobre
99787,,,,sobre,medida
99788,combate,,,sobre,medida
99789,a,,,medida,de
99790,tráfico,,,de,combate
99791,,,,a,tráfico
99792,o,de,,combate,a
99793,droga,,,a,tráfico
99794,,,,tráfico,de
99795,,,,informar,configurar
99796,que,declaração,-,,informar
99797,análogo,,,informar,configurar
99798,a,,,configurar,posição
99799,o,,,posição,análogo
99800,vir,,,análogo,a
99801,,,,vir,defender
99802,,,,vir,governador
99803,o,de,,o,vir
99804,estado,,,vir,governador
99805,,,,de,estado
99806,o,,,governador,de
99807,governador,defender,,a,o
99808,que,,,o,vir
99809,,,,informar,configurar
99810,,,,,informar
99811,nota,,,,dizer
99812,,,,segundo,nota
99813,o,,,dizer,segundo
99814,,,,,dizer
99815,,,,,dizer
99816,,,,dizer,providência
99817,o,capaz,,,dizer
99818,de,,,dizer,providência
99819,alterar,,,providência,capaz
99820,quadro,,,capaz,de
99821,,,,alterar,quadro
99822,o,atual,de,de,alterar
99823,,,,alterar,quadro
99824,combate,,,alterar,quadro
99825,a,,,quadro,de
99826,traficante,,,de,combate
99827,,,,a,traficante
99828,o,,,combate,a
99829,segundo,-,-,,
99830,a,-,com,,dizer
99831,Polícia_Federal,e,a,dizer,respeito
99832,,,,a,Polícia_Federal
99833,o,,,respeito,a
99834,,,,respeito,a
99835,Forças_Armadas,,,respeito,a
99836,,,,a,Forças_Armadas
99837,o,,,a,a
99838,,,,dizer,respeito
99839,objetivo,,,dizer,respeito
99840,,,,com,objetivo
99841,o,de,,respeito,com
99842,interromper,,,com,objetivo
99843,fluxo,em,,objetivo,de
99844,,,,interromper,fluxo
99845,o,de,,de,interromper
99846,arma,,,interromper,fluxo
99847,proibir,e,cocaína,fluxo,de
99848,,,,de,arma
99849,,,,de,arma
99850,,,,de,arma
99851,Rio,,,de,interromper
99852,,,,em,Rio
99853,o,,,interromper,em
99854,,,,,dizer
99855,,,,,dizer
99856,nota,,,,dizer
99857,,,,segundo,nota
99858,o,,,dizer,segundo
99859,,,,,dizer
99860,,,,,dizer
99861,,,,dizer,providência
99862,o,capaz,,,dizer
99863,de,,,dizer,providência
99864,alterar,,,providência,capaz
99865,quadro,,,capaz,de
99866,,,,alterar,quadro
99867,o,atual,de,de,alterar
99868,,,,alterar,quadro
99869,combate,,,alterar,quadro
99870,a,,,quadro,de
99871,traficante,,,de,combate
99872,,,,a,traficante
99873,o,,,combate,a
99874,segundo,-,-,,
99875,a,-,com,,dizer
99876,Polícia_Federal,e,a,dizer,respeito
99877,,,,a,Polícia_Federal
99878,o,,,respeito,a
99879,,,,respeito,a
99880,Forças_Armadas,,,respeito,a
99881,,,,a,Forças_Armadas
99882,o,,,a,a
99883,,,,dizer,respeito
99884,objetivo,,,dizer,respeito
99885,,,,com,objetivo
99886,o,de,,respeito,com
99887,interromper,,,com,objetivo
99888,fluxo,em,,objetivo,de
99889,,,,interromper,fluxo
99890,o,de,,de,interromper
99891,arma,,,interromper,fluxo
99892,proibir,e,cocaína,fluxo,de
99893,,,,de,arma
99894,,,,de,arma
99895,,,,de,arma
99896,Rio,,,de,interromper
99897,,,,em,Rio
99898,o,,,interromper,em
99899,,,,,dizer
99900,,,,,dizer
99901,nota,,,,dizer
99902,,,,segundo,nota
99903,o,,,dizer,segundo
99904,,,,,dizer
99905,,,,,dizer
99906,,,,dizer,providência
99907,o,capaz,,,dizer
99908,de,,,dizer,providência
99909,alterar,,,providência,capaz
99910,quadro,,,capaz,de
99911,,,,alterar,quadro
99912,o,atual,de,de,alterar
99913,,,,alterar,quadro
99914,combate,,,alterar,quadro
99915,a,,,quadro,de
99916,traficante,,,de,combate
99917,,,,a,traficante
99918,o,,,combate,a
99919,segundo,-,-,,
99920,a,-,com,,dizer
99921,Polícia_Federal,e,a,dizer,respeito
99922,,,,a,Polícia_Federal
99923,o,,,respeito,a
99924,,,,respeito,a
99925,Forças_Armadas,,,respeito,a
99926,,,,a,Forças_Armadas
99927,o,,,a,a
99928,,,,dizer,respeito
99929,objetivo,,,dizer,respeito
99930,,,,com,objetivo
99931,o,de,,respeito,com
99932,interromper,,,com,objetivo
99933,fluxo,em,,objetivo,de
99934,,,,interromper,fluxo
99935,o,de,,de,interromper
99936,arma,,,interromper,fluxo
99937,proibir,e,cocaína,fluxo,de
99938,,,,de,arma
99939,,,,de,arma
99940,,,,de,arma
99941,Rio,,,de,interromper
99942,,,,em,Rio
99943,o,,,interromper,em
99944,,,,,dizer
99945,,,,,dizer
99946,,,,,querer
99947,tucano,criar,,,
99948,superpartido,,,,querer
99949,,,,querer,criar
99950,de,,,,dizer
99951,PSDB,,,dizer,liderança
99952,,,,de,PSDB
99953,o,,,liderança,de
99954,liderança,apostar,,,
99955,em,para,,,dizer
99956,legenda,,,dizer,apostar
99957,,,,em,legenda
99958,,,,em,legenda
99959,um,grande,social-democrata,apostar,em
99960,,,,em,legenda
99961,ter,,,dizer,apostar
99962,,,,ter,depender
99963,de,depender,,apostar,para
99964,,,,para,ter
99965,não,de,,para,ter
99966,PFL,,,ter,depender
99967,,,,de,PFL
99968,o,,,depender,de
99969,de,,,,dizer
99970,PSDB,,,dizer,liderança
99971,,,,de,PSDB
99972,o,,,liderança,de
99973,liderança,apostar,,,
99974,em,para,,,dizer
99975,legenda,,,dizer,apostar
99976,,,,em,legenda
99977,,,,em,legenda
99978,um,grande,social-democrata,apostar,em
99979,,,,em,legenda
99980,ter,,,dizer,apostar
99981,,,,ter,depender
99982,de,depender,,apostar,para
99983,,,,para,ter
99984,não,de,,para,ter
99985,PFL,,,ter,depender
99986,,,,de,PFL
99987,o,,,depender,de
99988,de,,,,dizer
99989,PSDB,,,dizer,liderança
99990,,,,de,PSDB
99991,o,,,liderança,de
99992,liderança,apostar,,,
99993,em,para,,,dizer
99994,legenda,,,dizer,apostar
99995,,,,em,legenda
99996,,,,em,legenda
99997,um,grande,social-democrata,apostar,em
99998,,,,em,legenda
99999,ter,,,dizer,apostar
100000,,,,ter,depender
100001,de,depender,,apostar,para
100002,,,,para,ter
100003,não,de,,para,ter
100004,PFL,,,ter,depender
100005,,,,de,PFL
100006,o,,,depender,de
100007,em,,,,articular
100008,vitória,,,articular,confiante
100009,,,,em,vitória
100010,,,,em,vitória
100011,um,eventual,de,confiante,em
100012,candidato,,,em,vitória
100013,,,,de,candidato
100014,o,Fernando_Henrique_Cardoso,,vitória,de
100015,,,,de,candidato
100016,,,,,articular
100017,,,,articular,cúpula
100018,o,de,,,articular
100019,PMDB,,,articular,cúpula
100020,,,,de,PMDB
100021,o,,,cúpula,de
100022,,,,,articular
100023,confiante,-,cúpula,,
100024,,,,articular,formação
100025,o,de,,,articular
100026,superpartido,,,articular,formação
100027,,,,de,superpartido
100028,um,,,formação,de
100029,depender,,,,articular
100030,,,,para,depender
100031,não,de,em,articular,para
100032,PFL,,,para,depender
100033,,,,de,PFL
100034,o,,,depender,de
100035,congresso,,,para,depender
100036,,,,em,congresso
100037,o,,,depender,em
100038,,,,,articular
100039,em,,,,articular
100040,vitória,,,articular,confiante
100041,,,,em,vitória
100042,,,,em,vitória
100043,um,eventual,de,confiante,em
100044,candidato,,,em,vitória
100045,,,,de,candidato
100046,o,Fernando_Henrique_Cardoso,,vitória,de
100047,,,,de,candidato
100048,,,,,articular
100049,,,,articular,cúpula
100050,o,de,,,articular
100051,PMDB,,,articular,cúpula
100052,,,,de,PMDB
100053,o,,,cúpula,de
100054,,,,,articular
100055,confiante,-,cúpula,,
100056,,,,articular,formação
100057,o,de,,,articular
100058,superpartido,,,articular,formação
100059,,,,de,superpartido
100060,um,,,formação,de
100061,depender,,,,articular
100062,,,,para,depender
100063,não,de,em,articular,para
100064,PFL,,,para,depender
100065,,,,de,PFL
100066,o,,,depender,de
100067,congresso,,,para,depender
100068,,,,em,congresso
100069,o,,,depender,em
100070,,,,,articular
100071,,,,considerar,tucano
100072,o,,,,considerar
100073,tucano,perigoso,deixar,,
100074,,,,,considerar
100075,governo,,,,considerar
100076,,,,deixar,governo
100077,,,,deixar,governo
100078,um,possível,de,considerar,deixar
100079,FHC,,,deixar,governo
100080,,,,governo,de
100081,a,,,deixar,governo
100082,manobra,,,governo,sujeitar
100083,,,,a,manobra
100084,o,de,,sujeitar,a
100085,deputado,,,a,manobra
100086,,,,de,deputado
100087,o,e,senador,manobra,de
100088,,,,de,deputado
100089,,,,de,deputado
100090,,,,de,deputado
100091,,,,,considerar
100092,,,,,dizer
100093,Grava,sofrer,-,,
100094,,,,dizer,sofrer
100095,,,,sofrer,dois
100096,o,,,dizer,sofrer
100097,que,dois,rompimento,,dizer
100098,de,em,,dizer,sofrer
100099,feixe,,,sofrer,rompimento
100100,muscular,,,rompimento,de
100101,,,,de,feixe
100102,músculo,,,sofrer,rompimento
100103,de,,,rompimento,em
100104,coxa,,,em,músculo
100105,,,,de,coxa
100106,o,direito,,músculo,de
100107,,,,de,coxa
100108,,,,,dizer
100109,,,,,dizer
100110,Grava,sofrer,-,,
100111,,,,dizer,sofrer
100112,,,,sofrer,dois
100113,o,,,dizer,sofrer
100114,que,dois,rompimento,,dizer
100115,de,em,,dizer,sofrer
100116,feixe,,,sofrer,rompimento
100117,muscular,,,rompimento,de
100118,,,,de,feixe
100119,músculo,,,sofrer,rompimento
100120,de,,,rompimento,em
100121,coxa,,,em,músculo
100122,,,,de,coxa
100123,o,direito,,músculo,de
100124,,,,de,coxa
100125,,,,,dizer
100126,,,,negar,médico
100127,o,,,,negar
100128,médico,estar,-,,
100129,,,,negar,estar
100130,que,tratar,,,negar
100131,alguém,,,negar,estar
100132,,,,tratar,alguém
100133,mais,,,estar,tratar
100134,,,,,negar
100135,,,,negar,médico
100136,o,,,,negar
100137,médico,estar,-,,
100138,,,,negar,estar
100139,que,tratar,,,negar
100140,alguém,,,negar,estar
100141,,,,tratar,alguém
100142,mais,,,estar,tratar
100143,,,,,negar
100144,,,,,estar
100145,,,,estar,demais
100146,o,,,,estar
100147,-,demais,ser,,
100148,poupar,,,,estar
100149,,,,estar,ser
100150,,,,,estar
100151,,,,,estar
100152,jogar,,,,estar
100153,ser,,,estar,poder
100154,,,,jogar,ser
100155,se,preciso,,poder,jogar
100156,,,,jogar,ser
100157,,,,,estar
100158,,,,,estar
100159,,,,,estar
100160,,,,estar,demais
100161,o,,,,estar
100162,-,demais,ser,,
100163,poupar,,,,estar
100164,,,,estar,ser
100165,,,,,estar
100166,,,,,estar
100167,jogar,,,,estar
100168,ser,,,estar,poder
100169,,,,jogar,ser
100170,se,preciso,,poder,jogar
100171,,,,jogar,ser
100172,,,,,estar
100173,,,,,estar
100174,,,,privilegiar,cobra
100175,o,,,,privilegiar
100176,cobra,ato,e,,
100177,,,,privilegiar,ato
100178,o,impulsivo,e,,privilegiar
100179,,,,privilegiar,ato
100180,,,,privilegiar,ato
100181,,,,ato,cor
100182,o,forte,,privilegiar,ato
100183,,,,ato,cor
100184,,,,,privilegiar
100185,,,,ser,nome
100186,,,,ser,nome
100187,seu,principal,,privilegiar,ser
100188,nome,Appel,,,privilegiar
100189,e,Alechinsky,,privilegiar,ser
100190,,,,ser,Appel
100191,,,,ser,Appel
100192,,,,,privilegiar
100193,,,,,inspirar
100194,,,,,inspirar
100195,Doucet,se,muito,,
100196,,,,,inspirar
100197,viagem,,,,inspirar
100198,,,,em,viagem
100199,seu,,,inspirar,em
100200,,,,,inspirar
100201,isso,em,,,inspirar
100202,,,,inspirar,refletir
100203,título,,,inspirar,refletir
100204,,,,em,título
100205,o,de,,refletir,em
100206,vários,,,em,título
100207,de,,,título,de
100208,trabalho,,,de,vários
100209,,,,de,trabalho
100210,seu,-,como,vários,de
100211,,,,de,trabalho
100212,Guatemala_Blues,,,de,trabalho
100213,,,,como,Guatemala_Blues
100214,-,-,e,trabalho,como
100215,,,,como,Guatemala_Blues
100216,,,,como,Guatemala_Blues
100217,,,,como,Guatemala_Blues
100218,,,,como,Guatemala_Blues
100219,,,,como,Guatemala_Blues
100220,,,,,inspirar
100221,,,,,inspirar
100222,,,,,inspirar
100223,Doucet,se,muito,,
100224,,,,,inspirar
100225,viagem,,,,inspirar
100226,,,,em,viagem
100227,seu,,,inspirar,em
100228,,,,,inspirar
100229,isso,em,,,inspirar
100230,,,,inspirar,refletir
100231,título,,,inspirar,refletir
100232,,,,em,título
100233,o,de,,refletir,em
100234,vários,,,em,título
100235,de,,,título,de
100236,trabalho,,,de,vários
100237,,,,de,trabalho
100238,seu,-,como,vários,de
100239,,,,de,trabalho
100240,Guatemala_Blues,,,de,trabalho
100241,,,,como,Guatemala_Blues
100242,-,-,e,trabalho,como
100243,,,,como,Guatemala_Blues
100244,,,,como,Guatemala_Blues
100245,,,,como,Guatemala_Blues
100246,,,,como,Guatemala_Blues
100247,,,,como,Guatemala_Blues
100248,,,,,inspirar
100249,,,,dizer,candidato
100250,o,de,,,dizer
100251,PDT,,,dizer,candidato
100252,,,,de,PDT
100253,o,,,candidato,de
100254,candidato,querer,-,,
100255,,,,dizer,querer
100256,que,fazer,,,dizer
100257,mesmo,,,dizer,querer
100258,,,,fazer,mesmo
100259,o,,,querer,fazer
100260,,,,,dizer
100261,,,,dizer,candidato
100262,o,de,,,dizer
100263,PDT,,,dizer,candidato
100264,,,,de,PDT
100265,o,,,candidato,de
100266,candidato,querer,-,,
100267,,,,dizer,querer
100268,que,fazer,,,dizer
100269,mesmo,,,dizer,querer
100270,,,,fazer,mesmo
100271,o,,,querer,fazer
100272,,,,,dizer
100273,,,,ser,comício
100274,,,,ser,comício
100275,o,grande,,,ser
100276,comício,realizar,-,,
100277,em,,,,ser
100278,,,,realizar,em
100279,apenas,setembro,,ser,realizar
100280,,,,realizar,em
100281,,,,,ser
100282,o,,,,querer
100283,fazer,,,querer,ao_contrário_de
100284,,,,o,fazer
100285,que,em,,ao_contrário_de,o
100286,campanha,,,o,fazer
100287,anterior,,,fazer,em
100288,,,,em,campanha
100289,,,,,querer
100290,,,,,querer
100291,ao_contrário_de,-,Brizola,,
100292,comício,,,,querer
100293,rápido,-,com,querer,promover
100294,,,,promover,comício
100295,,,,promover,comício
100296,orador,,,promover,comício
100297,,,,com,orador
100298,três,,,comício,com
100299,,,,,querer
100300,o,,,,querer
100301,fazer,,,querer,ao_contrário_de
100302,,,,o,fazer
100303,que,em,,ao_contrário_de,o
100304,campanha,,,o,fazer
100305,anterior,,,fazer,em
100306,,,,em,campanha
100307,,,,,querer
100308,,,,,querer
100309,ao_contrário_de,-,Brizola,,
100310,comício,,,,querer
100311,rápido,-,com,querer,promover
100312,,,,promover,comício
100313,,,,promover,comício
100314,orador,,,promover,comício
100315,,,,com,orador
100316,três,,,comício,com
100317,,,,,querer
100318,,,,passar,filme
100319,o,,,,passar
100320,filme,como,por,,
100321,vento,,,,passar
100322,,,,passar,como
100323,questão,,,,passar
100324,,,,por,questão
100325,o,-,pequeno,passar,por
100326,,,,por,questão
100327,,,,questão,pequeno
100328,nada,,,por,questão
100329,,,,por,questão
100330,tratamento,,,por,questão
100331,,,,de,tratamento
100332,o,psiquiátrico,contemporâneo,questão,de
100333,,,,de,tratamento
100334,,,,de,tratamento
100335,,,,,passar
100336,,,,passar,fixar
100337,se,em,,,passar
100338,o,,,passar,fixar
100339,existir,,,fixar,em
100340,,,,o,existir
100341,que,de,em,em,o
100342,óbvio,,,o,existir
100343,,,,de,óbvio
100344,mais,,,existir,de
100345,história,,,o,existir
100346,,,,em,história
100347,o,,,existir,em
100348,,,,,passar
100349,,,,passar,filme
100350,o,,,,passar
100351,filme,como,por,,
100352,vento,,,,passar
100353,,,,passar,como
100354,questão,,,,passar
100355,,,,por,questão
100356,o,-,pequeno,passar,por
100357,,,,por,questão
100358,,,,questão,pequeno
100359,nada,,,por,questão
100360,,,,por,questão
100361,tratamento,,,por,questão
100362,,,,de,tratamento
100363,o,psiquiátrico,contemporâneo,questão,de
100364,,,,de,tratamento
100365,,,,de,tratamento
100366,,,,,passar
100367,,,,passar,fixar
100368,se,em,,,passar
100369,o,,,passar,fixar
100370,existir,,,fixar,em
100371,,,,o,existir
100372,que,de,em,em,o
100373,óbvio,,,o,existir
100374,,,,de,óbvio
100375,mais,,,existir,de
100376,história,,,o,existir
100377,,,,em,história
100378,o,,,existir,em
100379,,,,,passar
100380,,,,passar,filme
100381,o,,,,passar
100382,filme,como,por,,
100383,vento,,,,passar
100384,,,,passar,como
100385,questão,,,,passar
100386,,,,por,questão
100387,o,-,pequeno,passar,por
100388,,,,por,questão
100389,,,,questão,pequeno
100390,nada,,,por,questão
100391,,,,por,questão
100392,tratamento,,,por,questão
100393,,,,de,tratamento
100394,o,psiquiátrico,contemporâneo,questão,de
100395,,,,de,tratamento
100396,,,,de,tratamento
100397,,,,,passar
100398,,,,passar,fixar
100399,se,em,,,passar
100400,o,,,passar,fixar
100401,existir,,,fixar,em
