INDEX,Y_ARG,Y_T
134366,(C-V*),C-V
134367,(AM-PRD*),AM-PRD
134368,(C-V*,C-V
134369,*,C-V
134370,*),C-V
134371,(AM-MED*),AM-MED
134372,(C-AM-ADV*,C-AM-ADV
134373,*),C-AM-ADV
134374,(AM-PRD*,AM-PRD
134375,*,AM-PRD
134376,*,AM-PRD
134377,*,AM-PRD
134378,*,AM-PRD
134379,*),AM-PRD
134380,(AM-MED*),AM-MED
134381,(C-V*,C-V
134382,*,C-V
134383,*,C-V
134384,*),C-V
134385,(AM-PRD*),AM-PRD
134386,(C-V*),C-V
134387,(AM-PRD*),AM-PRD
134388,(C-V*),C-V
134389,(AM-PRD*),AM-PRD
134390,(C-V*),C-V
134391,(AM-PRD*),AM-PRD
134392,(C-V*),C-V
134393,(AM-PRD*),AM-PRD
134394,(C-V*),C-V
134395,(AM-PRD*),AM-PRD
134396,(C-V*),C-V
134397,(AM-PRD*),AM-PRD
134398,(C-V*),C-V
134399,(AM-PRD*),AM-PRD
134400,(C-V*),C-V
134401,(AM-PRD*),AM-PRD
134402,(C-V*),C-V
134403,(AM-MED*,AM-MED
134404,*,AM-MED
134405,*),AM-MED
134406,(AM-PRD*),AM-PRD
134407,(C-V*),C-V
134408,(AM-PRD*),AM-PRD
134409,(C-V*),C-V
134410,(AM-PRD*),AM-PRD
134411,(C-V*),C-V
134412,(AM-PRD*),AM-PRD
134413,(C-V*),C-V
134414,(AM-PRD*),AM-PRD
134415,(C-V*),C-V
134416,(AM-PRD*),AM-PRD
134417,(C-V*),C-V
134418,(AM-PRD*),AM-PRD
134419,(C-V*),C-V
134420,(AM-PRD*),AM-PRD
134421,(C-V*),C-V
134422,(AM-PRD*),AM-PRD
134423,(C-V*),C-V
134424,(AM-PRD*),AM-PRD
134425,(C-V*),C-V
134426,(AM-PRD*),AM-PRD
134427,(C-V*),C-V
134428,(AM-PRD*),AM-PRD
134429,(C-V*),C-V
134430,(AM-MED*),AM-MED
134431,(AM-PRD*),AM-PRD
134432,(C-V*),C-V
134433,(AM-PRD*),AM-PRD
134434,(C-V*),C-V
134435,(AM-PRD*),AM-PRD
134436,(C-V*),C-V
134437,(AM-PRD*),AM-PRD
134438,(C-V*),C-V
134439,(AM-PRD*),AM-PRD
134440,(C-V*),C-V
134441,(AM-PRD*),AM-PRD
134442,(C-V*),C-V
134443,(AM-PRD*),AM-PRD
134444,(C-V*),C-V
134445,(AM-PRD*),AM-PRD
134446,(C-V*),C-V
134447,(AM-PRD*),AM-PRD
134448,(C-V*),C-V
134449,(AM-PRD*),AM-PRD
134450,(C-V*),C-V
134451,(AM-PRD*),AM-PRD
134452,(C-V*),C-V
134453,(AM-PRD*),AM-PRD
134454,(C-V*),C-V
134455,(AM-MED*),AM-MED
134456,(AM-PRD*),AM-PRD
134457,(C-V*),C-V
134458,(AM-PRD*),AM-PRD
134459,(C-AM-LOC*),C-AM-LOC
134460,(C-V*),C-V
134461,(AM-PRD*),AM-PRD
134462,(C-V*),C-V
134463,(AM-PRD*),AM-PRD
134464,(C-V*),C-V
134465,(AM-PRD*),AM-PRD
134466,(C-V*),C-V
134467,(AM-PRD*),AM-PRD
134468,(AM-MED*),AM-MED
134469,(AM-PRD*),AM-PRD
134470,(C-V*),C-V
134471,(AM-PRD*),AM-PRD
134472,(C-V*),C-V
134473,(AM-PRD*),AM-PRD
134474,(C-V*),C-V
134475,(AM-PRD*),AM-PRD
134476,(C-V*),C-V
134477,(AM-PRD*),AM-PRD
134478,(C-V*),C-V
134479,(AM-PRD*),AM-PRD
134480,(C-V*),C-V
134481,(AM-PRD*),AM-PRD
134482,(C-V*),C-V
134483,(AM-PRD*),AM-PRD
134484,(C-V*),C-V
134485,(AM-PRD*),AM-PRD
134486,(C-AM-LOC*),C-AM-LOC
134487,(C-V*),C-V
134488,(AM-PRD*),AM-PRD
134489,(AM-MED*),AM-MED
134490,(C-V*,C-V
134491,*,C-V
134492,*,C-V
134493,*,C-V
134494,*),C-V
134495,(AM-PRD*),AM-PRD
134496,(C-V*),C-V
134497,(AM-PRD*),AM-PRD
134498,(C-V*),C-V
134499,(AM-PRD*),AM-PRD
134500,(C-V*),C-V
134501,(AM-PRD*),AM-PRD
134502,(C-V*),C-V
134503,(AM-PRD*),AM-PRD
134504,(C-V*),C-V
134505,(AM-PRD*),AM-PRD
134506,(C-V*),C-V
134507,(AM-PRD*),AM-PRD
134508,(C-V*),C-V
134509,(AM-PRD*),AM-PRD
134510,(C-V*),C-V
134511,(AM-PRD*),AM-PRD
134512,(C-V*),C-V
134513,(AM-PRD*),AM-PRD
134514,(C-V*),C-V
134515,(AM-PRD*),AM-PRD
134516,(C-V*),C-V
134517,(AM-PRD*),AM-PRD
134518,(C-V*),C-V
134519,(AM-PRD*),AM-PRD
134520,(C-V*),C-V
134521,(AM-PRD*),AM-PRD
134522,(C-V*),C-V
134523,(AM-PRD*),AM-PRD
134524,(C-V*),C-V
134525,(AM-PRD*),AM-PRD
134526,(C-V*),C-V
134527,(AM-PRD*),AM-PRD
134528,(C-V*,C-V
134529,*),C-V
134530,(AM-MED*),AM-MED
134531,(AM-PRD*),AM-PRD
134532,(C-V*),C-V
134533,(AM-PRD*),AM-PRD
134534,(C-V*),C-V
134535,(AM-PRD*),AM-PRD
134536,(C-V*),C-V
134537,(AM-PRD*),AM-PRD
134538,(C-V*),C-V
134539,(AM-PRD*),AM-PRD
134540,(C-V*),C-V
134541,(AM-PRD*),AM-PRD
134542,(C-V*),C-V
134543,(AM-PRD*),AM-PRD
134544,(C-V*),C-V
134545,(AM-PRD*),AM-PRD
134546,(C-V*),C-V
134547,(AM-PRD*),AM-PRD
134548,(C-V*),C-V
134549,(AM-PRD*),AM-PRD
134550,(C-V*),C-V
134551,(AM-PRD*),AM-PRD
134552,(C-V*),C-V
134553,(AM-LOC*),AM-LOC
134554,(A5*),A5
134555,(AM-LOC*),AM-LOC
134556,(A5*),A5
134557,(AM-LOC*),AM-LOC
134558,(C-V*),C-V
134559,(AM-PRD*),AM-PRD
134560,(C-V*),C-V
134561,(AM-PRD*),AM-PRD
134562,(C-V*),C-V
134563,(AM-PRD*),AM-PRD
134564,(C-V*),C-V
134565,(AM-PRD*),AM-PRD
134566,(C-V*),C-V
134567,(AM-PRD*),AM-PRD
134568,(C-V*),C-V
134569,(AM-PRD*),AM-PRD
134570,(AM-MED*,AM-MED
134571,*),AM-MED
134572,(AM-PRD*),AM-PRD
134573,(C-V*),C-V
134574,(AM-PRD*),AM-PRD
134575,(C-V*),C-V
134576,(AM-PRD*),AM-PRD
134577,(C-V*),C-V
134578,(AM-PRD*),AM-PRD
134579,(C-V*),C-V
134580,(AM-PRD*),AM-PRD
134581,(C-V*),C-V
134582,(AM-PRD*),AM-PRD
134583,(C-V*),C-V
134584,(AM-PRD*),AM-PRD
134585,(C-V*),C-V
134586,(AM-PRD*),AM-PRD
134587,(C-V*),C-V
134588,(AM-PRD*),AM-PRD
134589,(C-V*),C-V
134590,(AM-PRD*),AM-PRD
134591,(C-V*),C-V
134592,(AM-PRD*),AM-PRD
134593,(C-V*),C-V
134594,(AM-PRD*),AM-PRD
134595,(C-AM-LOC*),C-AM-LOC
134596,(C-V*),C-V
134597,(AM-LOC*),AM-LOC
134598,(A5*),A5
134599,(AM-LOC*),AM-LOC
134600,(A5*),A5
134601,(AM-LOC*),AM-LOC
134602,(A5*),A5
134603,(AM-LOC*),AM-LOC
134604,(A5*),A5
134605,(AM-LOC*),AM-LOC
134606,(A5*),A5
134607,(C-AM-NEG*),C-AM-NEG
134608,(C-AM-LOC*),C-AM-LOC
134609,(C-V*),C-V
134610,(AM-PRD*),AM-PRD
134611,(A5*),A5
134612,(C-AM-ADV*),C-AM-ADV
134613,(C-AM-PNC*),C-AM-PNC
134614,(AM-REC*),AM-REC
134615,(C-AM-PNC*),C-AM-PNC
134616,(AM-PRD*),AM-PRD
134617,(C-V*),C-V
134618,(AM-PRD*),AM-PRD
134619,(C-V*),C-V
134620,(AM-PRD*),AM-PRD
134621,(C-V*),C-V
134622,(AM-PRD*),AM-PRD
134623,(C-V*),C-V
134624,(AM-PRD*),AM-PRD
134625,(C-V*),C-V
134626,(AM-PRD*),AM-PRD
134627,(C-V*),C-V
134628,(AM-PRD*),AM-PRD
134629,(C-V*),C-V
134630,(AM-PRD*),AM-PRD
134631,(A1*),A1
134632,(AM-PRD*),AM-PRD
134633,(C-V*),C-V
134634,(AM-PRD*),AM-PRD
134635,(C-V*),C-V
134636,(AM-PRD*),AM-PRD
134637,(C-V*),C-V
134638,(AM-PRD*),AM-PRD
134639,(A1*),A1
134640,(AM-PRD*),AM-PRD
134641,(A1*),A1
134642,(AM-PRD*),AM-PRD
134643,(A1*),A1
134644,(AM-PRD*),AM-PRD
134645,(C-V*),C-V
134646,(AM-PRD*),AM-PRD
134647,(C-V*),C-V
134648,(AM-PRD*),AM-PRD
134649,(C-V*),C-V
134650,(AM-PRD*),AM-PRD
134651,(C-V*,C-V
134652,*),C-V
134653,(AM-MED*),AM-MED
134654,(AM-PRD*,AM-PRD
134655,*),AM-PRD
134656,(C-V*),C-V
134657,(AM-PRD*),AM-PRD
134658,(C-V*),C-V
134659,(AM-PRD*),AM-PRD
134660,(C-V*),C-V
134661,(AM-PRD*),AM-PRD
134662,(C-V*),C-V
134663,(AM-PRD*),AM-PRD
134664,(C-V*),C-V
134665,(AM-PRD*),AM-PRD
134666,(C-V*),C-V
134667,(AM-PRD*),AM-PRD
134668,(C-V*),C-V
134669,(AM-PRD*),AM-PRD
134670,(C-V*),C-V
134671,(AM-PRD*),AM-PRD
134672,(C-V*),C-V
134673,(AM-PRD*),AM-PRD
134674,(C-V*),C-V
134675,(AM-PRD*),AM-PRD
134676,(C-AM-LOC*),C-AM-LOC
134677,(C-V*),C-V
134678,(AM-PRD*),AM-PRD
134679,(C-V*),C-V
134680,(AM-PRD*),AM-PRD
134681,(C-V*),C-V
134682,(AM-PRD*),AM-PRD
134683,(C-V*),C-V
134684,(AM-PRD*),AM-PRD
134685,(C-V*),C-V
134686,(AM-PRD*),AM-PRD
134687,(C-V*),C-V
134688,(AM-PRD*),AM-PRD
134689,(C-V*),C-V
134690,(AM-PRD*),AM-PRD
134691,(C-V*),C-V
134692,(AM-PRD*),AM-PRD
134693,(A5*),A5
134694,(AM-MED*),AM-MED
134695,(AM-PRD*),AM-PRD
134696,(C-V*),C-V
134697,(AM-PRD*),AM-PRD
134698,(C-V*),C-V
134699,(AM-PRD*),AM-PRD
134700,(C-V*),C-V
134701,(AM-PRD*),AM-PRD
134702,(C-V*),C-V
134703,(AM-PRD*),AM-PRD
134704,(C-V*),C-V
134705,(AM-PRD*),AM-PRD
134706,(C-V*),C-V
134707,(AM-PRD*),AM-PRD
134708,(C-V*),C-V
134709,(AM-PRD*),AM-PRD
134710,(C-V*),C-V
134711,(AM-PRD*),AM-PRD
134712,(C-V*),C-V
134713,(AM-PRD*),AM-PRD
134714,(C-V*),C-V
134715,(AM-PRD*),AM-PRD
134716,(C-V*),C-V
134717,(AM-PRD*),AM-PRD
134718,(C-V*),C-V
134719,(AM-PRD*),AM-PRD
134720,(C-V*),C-V
134721,(AM-PRD*),AM-PRD
134722,(C-V*),C-V
134723,(AM-PRD*),AM-PRD
134724,(A5*),A5
134725,(AM-MED*),AM-MED
134726,(AM-PRD*),AM-PRD
134727,(C-V*),C-V
134728,(AM-PRD*),AM-PRD
134729,(C-V*),C-V
134730,(AM-PRD*),AM-PRD
134731,(C-V*),C-V
134732,(AM-PRD*),AM-PRD
134733,(C-V*),C-V
134734,(AM-PRD*),AM-PRD
134735,(C-V*),C-V
134736,(AM-PRD*),AM-PRD
134737,(C-V*),C-V
134738,(AM-PRD*),AM-PRD
134739,(C-V*),C-V
134740,(AM-PRD*),AM-PRD
134741,(C-V*),C-V
134742,(AM-PRD*),AM-PRD
134743,(C-V*),C-V
134744,(AM-PRD*),AM-PRD
134745,(C-V*),C-V
134746,(AM-PRD*),AM-PRD
134747,(C-V*),C-V
134748,(AM-PRD*),AM-PRD
134749,(C-V*),C-V
134750,(AM-PRD*),AM-PRD
134751,(C-AM-LOC*),C-AM-LOC
134752,(C-V*),C-V
134753,(AM-PRD*),AM-PRD
134754,(C-V*),C-V
134755,(AM-MED*,AM-MED
134756,*),AM-MED
134757,(C-V*,C-V
134758,*),C-V
134759,(AM-PRD*),AM-PRD
134760,(C-V*),C-V
134761,(AM-PRD*),AM-PRD
134762,(C-V*),C-V
134763,(AM-PRD*),AM-PRD
134764,(C-V*),C-V
134765,(AM-PRD*),AM-PRD
134766,(C-V*),C-V
134767,(AM-PRD*),AM-PRD
134768,(C-V*),C-V
134769,(AM-PRD*),AM-PRD
134770,(C-AM-LOC*),C-AM-LOC
134771,(C-V*),C-V
134772,(AM-PRD*),AM-PRD
134773,(A1*),A1
134774,(AM-PRD*),AM-PRD
134775,(A1*),A1
134776,(AM-PRD*),AM-PRD
134777,(A1*),A1
134778,(AM-PRD*),AM-PRD
134779,(A1*),A1
134780,(AM-PRD*),AM-PRD
134781,(A1*),A1
134782,(AM-PRD*),AM-PRD
134783,(C-V*),C-V
134784,(AM-PRD*),AM-PRD
134785,(C-V*),C-V
134786,(AM-MED*,AM-MED
134787,*),AM-MED
134788,(AM-PRD*),AM-PRD
134789,(C-V*),C-V
134790,(AM-PRD*),AM-PRD
134791,(C-V*),C-V
134792,(AM-PRD*),AM-PRD
134793,(C-V*),C-V
134794,(AM-PRD*),AM-PRD
134795,(C-V*),C-V
134796,(AM-PRD*),AM-PRD
134797,(C-V*),C-V
134798,(AM-PRD*),AM-PRD
134799,(C-V*),C-V
134800,(AM-PRD*),AM-PRD
134801,(C-V*),C-V
134802,(AM-PRD*),AM-PRD
134803,(C-V*),C-V
134804,(AM-PRD*),AM-PRD
134805,(C-V*),C-V
134806,(AM-PRD*),AM-PRD
134807,(C-V*),C-V
134808,(AM-PRD*),AM-PRD
134809,(C-V*),C-V
134810,(AM-PRD*),AM-PRD
134811,(C-AM-LOC*),C-AM-LOC
134812,(C-V*),C-V
134813,(AM-PRD*),AM-PRD
134814,(C-V*),C-V
134815,(AM-PRD*),AM-PRD
134816,(C-V*),C-V
134817,(AM-MED*,AM-MED
134818,*),AM-MED
134819,(C-V*),C-V
134820,(AM-PRD*),AM-PRD
134821,(C-V*),C-V
134822,(AM-PRD*),AM-PRD
134823,(C-V*),C-V
134824,(AM-PRD*),AM-PRD
134825,(C-V*),C-V
134826,(AM-PRD*),AM-PRD
134827,(C-V*),C-V
134828,(AM-PRD*),AM-PRD
134829,(C-V*),C-V
134830,(AM-PRD*),AM-PRD
134831,(C-V*),C-V
134832,(AM-PRD*),AM-PRD
134833,(C-V*),C-V
134834,(AM-PRD*),AM-PRD
134835,(C-V*),C-V
134836,(AM-PRD*),AM-PRD
134837,(C-V*),C-V
134838,(AM-PRD*),AM-PRD
134839,(AM-MED*),AM-MED
134840,(C-V*),C-V
134841,(AM-PRD*),AM-PRD
134842,(C-V*),C-V
134843,(AM-PRD*),AM-PRD
134844,(C-V*),C-V
134845,(AM-PRD*),AM-PRD
134846,(C-V*),C-V
134847,(AM-PRD*),AM-PRD
134848,(C-V*),C-V
134849,(AM-PRD*),AM-PRD
134850,(C-V*),C-V
134851,(AM-PRD*),AM-PRD
134852,(C-V*),C-V
134853,(AM-PRD*),AM-PRD
134854,(C-V*),C-V
134855,(AM-PRD*),AM-PRD
134856,(C-V*),C-V
134857,(AM-PRD*),AM-PRD
134858,(C-V*),C-V
134859,(AM-PRD*),AM-PRD
134860,(AM-MED*),AM-MED
134861,(AM-ADV*,AM-ADV
134862,*),AM-ADV
134863,(AM-PRD*),AM-PRD
134864,(AM-MED*,AM-MED
134865,*,AM-MED
134866,*),AM-MED
134867,(C-V*),C-V
134868,(AM-PRD*),AM-PRD
134869,(C-V*),C-V
134870,(AM-PRD*),AM-PRD
134871,(C-V*),C-V
134872,(AM-PRD*),AM-PRD
134873,(C-V*),C-V
134874,(AM-PRD*),AM-PRD
134875,(C-V*),C-V
134876,(AM-PRD*),AM-PRD
134877,(C-V*),C-V
134878,(AM-PRD*),AM-PRD
134879,(C-V*),C-V
134880,(AM-PRD*),AM-PRD
134881,(C-V*),C-V
134882,(AM-PRD*),AM-PRD
134883,(C-V*,C-V
134884,*),C-V
134885,(AM-MED*),AM-MED
134886,(C-V*),C-V
134887,(AM-PRD*),AM-PRD
134888,(C-V*),C-V
134889,(AM-PRD*),AM-PRD
134890,(C-V*),C-V
134891,(AM-PRD*),AM-PRD
134892,(C-V*),C-V
134893,(AM-PRD*),AM-PRD
134894,(C-V*),C-V
134895,(AM-PRD*),AM-PRD
134896,(C-V*),C-V
134897,(AM-PRD*),AM-PRD
134898,(C-V*),C-V
134899,(AM-PRD*),AM-PRD
134900,(C-V*),C-V
134901,(AM-PRD*),AM-PRD
134902,(C-V*),C-V
134903,(AM-PRD*),AM-PRD
134904,(AM-MED*),AM-MED
134905,(C-V*,C-V
134906,*,C-V
134907,*),C-V
134908,(AM-PRD*),AM-PRD
134909,(C-V*),C-V
134910,(AM-PRD*),AM-PRD
134911,(C-V*),C-V
134912,(AM-PRD*),AM-PRD
134913,(C-V*),C-V
134914,(AM-PRD*),AM-PRD
134915,(C-V*),C-V
134916,(AM-PRD*),AM-PRD
134917,(C-V*),C-V
134918,(AM-PRD*),AM-PRD
134919,(C-V*),C-V
134920,(AM-PRD*),AM-PRD
134921,(C-V*),C-V
134922,(AM-MED*),AM-MED
134923,(AM-PRD*),AM-PRD
134924,(C-V*),C-V
134925,(AM-PRD*),AM-PRD
134926,(C-V*),C-V
134927,(AM-PRD*),AM-PRD
134928,(C-V*),C-V
134929,(AM-PRD*),AM-PRD
134930,(C-V*),C-V
134931,(AM-PRD*),AM-PRD
134932,(C-V*),C-V
134933,(AM-PRD*),AM-PRD
134934,(C-V*),C-V
134935,(AM-PRD*),AM-PRD
134936,(C-V*),C-V
134937,(AM-PRD*),AM-PRD
134938,(C-V*),C-V
134939,(AM-PRD*),AM-PRD
134940,(AM-MED*),AM-MED
134941,(C-V*,C-V
134942,*,C-V
134943,*),C-V
134944,(AM-LOC*),AM-LOC
134945,(AM-PRD*),AM-PRD
134946,(C-V*),C-V
134947,(AM-PRD*),AM-PRD
134948,(C-V*),C-V
134949,(AM-PRD*),AM-PRD
134950,(C-V*),C-V
134951,(AM-PRD*),AM-PRD
134952,(C-V*),C-V
134953,(AM-MED*),AM-MED
134954,(AM-ADV*,AM-ADV
134955,*,AM-ADV
134956,*),AM-ADV
134957,(AM-MED*,AM-MED
134958,*),AM-MED
134959,(C-V*,C-V
134960,*),C-V
134961,(AM-PRD*),AM-PRD
134962,(C-V*),C-V
134963,(AM-PRD*),AM-PRD
134964,(C-V*),C-V
134965,(AM-PRD*),AM-PRD
134966,(C-V*),C-V
134967,(AM-PRD*),AM-PRD
134968,(C-V*),C-V
134969,(AM-PRD*,AM-PRD
134970,*),AM-PRD
134971,(AM-MED*),AM-MED
134972,(C-V*),C-V
134973,(AM-PRD*),AM-PRD
134974,(C-V*),C-V
134975,(AM-PRD*),AM-PRD
134976,(C-V*),C-V
134977,(AM-PRD*),AM-PRD
134978,(C-V*),C-V
134979,(AM-PRD*),AM-PRD
134980,(C-V*),C-V
134981,(AM-PRD*),AM-PRD
134982,(C-V*),C-V
134983,(AM-PRD*),AM-PRD
134984,(AM-MED*),AM-MED
134985,(C-V*),C-V
134986,(AM-PRD*),AM-PRD
134987,(C-V*),C-V
134988,(AM-PRD*),AM-PRD
134989,(C-V*),C-V
134990,(AM-PRD*),AM-PRD
134991,(C-V*),C-V
134992,(AM-PRD*),AM-PRD
134993,(C-V*),C-V
134994,(AM-PRD*),AM-PRD
134995,(C-V*),C-V
134996,(AM-PRD*),AM-PRD
134997,(C-V*),C-V
134998,(AM-PRD*),AM-PRD
134999,(C-V*),C-V
135000,(AM-PRD*),AM-PRD
135001,(C-V*),C-V
135002,(AM-PRD*),AM-PRD
135003,(C-V*),C-V
135004,(AM-PRD*),AM-PRD
135005,(C-V*),C-V
135006,(AM-LOC*),AM-LOC
135007,(A5*),A5
135008,(AM-LOC*),AM-LOC
135009,(A5*),A5
135010,(AM-LOC*),AM-LOC
135011,(C-V*),C-V
135012,(AM-PRD*),AM-PRD
135013,(C-V*),C-V
135014,(AM-PRD*),AM-PRD
135015,(C-V*),C-V
135016,(AM-PRD*),AM-PRD
135017,(C-V*),C-V
135018,(AM-PRD*),AM-PRD
135019,(C-V*),C-V
135020,(A5*),A5
135021,(AM-MED*),AM-MED
135022,(C-V*,C-V
135023,*),C-V
135024,(AM-PRD*),AM-PRD
135025,(C-V*),C-V
135026,(AM-PRD*),AM-PRD
135027,(C-V*),C-V
135028,(AM-PRD*),AM-PRD
135029,(C-V*),C-V
135030,(AM-PRD*),AM-PRD
135031,(C-V*),C-V
135032,(AM-PRD*),AM-PRD
135033,(C-V*),C-V
135034,(AM-PRD*),AM-PRD
135035,(C-V*),C-V
135036,(AM-PRD*),AM-PRD
135037,(C-V*),C-V
135038,(AM-PRD*),AM-PRD
135039,(C-V*),C-V
135040,(AM-MED*),AM-MED
135041,(AM-PRD*),AM-PRD
135042,(AM-MED*),AM-MED
135043,(AM-PRD*),AM-PRD
135044,(C-V*),C-V
135045,(AM-PRD*),AM-PRD
135046,(C-V*),C-V
135047,(AM-PRD*),AM-PRD
135048,(C-V*),C-V
135049,(AM-PRD*),AM-PRD
135050,(C-V*),C-V
135051,(AM-PRD*),AM-PRD
135052,(C-V*),C-V
135053,(AM-PRD*),AM-PRD
135054,(C-V*),C-V
135055,(AM-PRD*),AM-PRD
135056,(C-V*),C-V
135057,(AM-PRD*),AM-PRD
135058,(C-V*),C-V
135059,(AM-PRD*),AM-PRD
135060,(C-AM-LOC*),C-AM-LOC
135061,(C-V*),C-V
135062,(AM-PRD*),AM-PRD
135063,(AM-MED*),AM-MED
135064,(C-V*),C-V
135065,(AM-PRD*),AM-PRD
135066,(C-V*),C-V
135067,(AM-PRD*),AM-PRD
135068,(C-V*),C-V
135069,(AM-PRD*),AM-PRD
135070,(C-V*),C-V
135071,(AM-PRD*),AM-PRD
135072,(C-V*),C-V
135073,(AM-PRD*,AM-PRD
135074,*),AM-PRD
135075,(AM-MED*),AM-MED
135076,(AM-MED*,AM-MED
135077,*),AM-MED
135078,(AM-PRD*,AM-PRD
135079,*,AM-PRD
135080,*),AM-PRD
135081,(AM-MED*,AM-MED
135082,*),AM-MED
135083,(C-V*,C-V
135084,*,C-V
135085,*,C-V
135086,*),C-V
135087,(AM-PRD*),AM-PRD
135088,(C-V*),C-V
135089,(AM-PRD*),AM-PRD
135090,(C-V*),C-V
135091,(AM-PRD*),AM-PRD
135092,(C-AM-LOC*),C-AM-LOC
135093,(C-V*),C-V
135094,(AM-PRD*),AM-PRD
135095,(C-V*),C-V
135096,(AM-PRD*),AM-PRD
135097,(AM-MED*,AM-MED
135098,*),AM-MED
135099,(AM-PRD*),AM-PRD
135100,(C-AM-PNC*),C-AM-PNC
135101,(AM-PRD*),AM-PRD
135102,(C-AM-PNC*),C-AM-PNC
135103,(AM-PRD*),AM-PRD
135104,(C-AM-PNC*,C-AM-PNC
135105,*),C-AM-PNC
135106,(AM-PRD*,AM-PRD
135107,*),AM-PRD
135108,(AM-MED*),AM-MED
135109,(AM-PRD*,AM-PRD
135110,*,AM-PRD
135111,*,AM-PRD
135112,*,AM-PRD
135113,*,AM-PRD
135114,*,AM-PRD
135115,*),AM-PRD
135116,(AM-MED*),AM-MED
135117,(AM-PRD*),AM-PRD
135118,(C-V*),C-V
135119,(AM-PRD*),AM-PRD
135120,(C-V*),C-V
135121,(AM-PRD*),AM-PRD
135122,(C-V*),C-V
135123,(AM-PRD*),AM-PRD
135124,(C-V*),C-V
135125,(AM-PRD*),AM-PRD
135126,(C-V*),C-V
135127,(AM-PRD*),AM-PRD
135128,(C-V*),C-V
135129,(AM-PRD*),AM-PRD
135130,(C-AM-LOC*),C-AM-LOC
135131,(C-V*),C-V
135132,(AM-PRD*),AM-PRD
135133,(AM-MED*),AM-MED
135134,(AM-PRD*),AM-PRD
135135,(C-V*),C-V
135136,(AM-PRD*),AM-PRD
135137,(C-V*),C-V
135138,(AM-PRD*),AM-PRD
135139,(C-V*),C-V
135140,(AM-PRD*),AM-PRD
135141,(C-V*),C-V
135142,(AM-PRD*),AM-PRD
135143,(C-V*),C-V
135144,(AM-PRD*),AM-PRD
135145,(C-V*),C-V
135146,(AM-PRD*),AM-PRD
135147,(C-V*),C-V
135148,(AM-PRD*),AM-PRD
135149,(C-V*),C-V
135150,(AM-PRD*),AM-PRD
135151,(C-V*),C-V
135152,(AM-PRD*),AM-PRD
135153,(C-V*,C-V
135154,*),C-V
135155,(AM-MED*),AM-MED
135156,(AM-PRD*),AM-PRD
135157,(C-V*),C-V
135158,(AM-PRD*),AM-PRD
135159,(C-V*),C-V
135160,(AM-PRD*),AM-PRD
135161,(C-V*),C-V
135162,(AM-PRD*),AM-PRD
135163,(C-V*),C-V
135164,(AM-PRD*),AM-PRD
135165,(C-V*),C-V
135166,(AM-PRD*),AM-PRD
135167,(C-V*),C-V
135168,(AM-PRD*),AM-PRD
135169,(C-V*),C-V
135170,(AM-PRD*),AM-PRD
135171,(C-V*),C-V
135172,(AM-PRD*),AM-PRD
135173,(C-V*),C-V
135174,(AM-PRD*),AM-PRD
135175,(C-V*,C-V
135176,*),C-V
135177,(AM-MED*),AM-MED
135178,(AM-PRD*),AM-PRD
135179,(C-V*),C-V
135180,(AM-PRD*),AM-PRD
135181,(C-V*),C-V
135182,(AM-PRD*),AM-PRD
135183,(C-V*),C-V
135184,(AM-PRD*),AM-PRD
135185,(C-V*),C-V
135186,(AM-PRD*),AM-PRD
135187,(C-V*),C-V
135188,(AM-PRD*),AM-PRD
135189,(C-V*),C-V
135190,(AM-PRD*),AM-PRD
135191,(C-AM-LOC*),C-AM-LOC
135192,(C-V*),C-V
135193,(AM-PRD*),AM-PRD
135194,(C-V*),C-V
135195,(AM-PRD*),AM-PRD
135196,(C-V*),C-V
135197,(AM-PRD*),AM-PRD
135198,(C-V*),C-V
135199,(AM-MED*),AM-MED
135200,(AM-PRD*),AM-PRD
135201,(C-V*),C-V
135202,(AM-PRD*),AM-PRD
135203,(C-V*),C-V
135204,(AM-PRD*),AM-PRD
135205,(C-V*),C-V
135206,(AM-PRD*),AM-PRD
135207,(C-V*),C-V
135208,(AM-PRD*),AM-PRD
135209,(C-V*),C-V
135210,(AM-PRD*),AM-PRD
135211,(C-V*),C-V
135212,(AM-PRD*),AM-PRD
135213,(C-V*),C-V
135214,(AM-PRD*),AM-PRD
135215,(C-V*),C-V
135216,(AM-PRD*),AM-PRD
135217,(C-V*),C-V
135218,(AM-PRD*),AM-PRD
135219,(C-V*),C-V
135220,(AM-PRD*),AM-PRD
135221,(C-V*),C-V
135222,(AM-PRD*),AM-PRD
135223,(C-V*),C-V
135224,(AM-PRD*),AM-PRD
135225,(C-V*),C-V
135226,(AM-PRD*),AM-PRD
135227,(C-V*),C-V
135228,(AM-PRD*),AM-PRD
135229,(C-V*),C-V
135230,(AM-PRD*),AM-PRD
135231,(C-V*),C-V
135232,(AM-LOC*),AM-LOC
135233,(A5*),A5
135234,(AM-LOC*),AM-LOC
135235,(AM-PRD*),AM-PRD
135236,(C-V*),C-V
135237,(AM-PRD*),AM-PRD
135238,(C-V*),C-V
135239,(AM-PRD*),AM-PRD
135240,(C-V*),C-V
135241,(AM-PRD*),AM-PRD
135242,(A5*),A5
135243,(AM-MED*),AM-MED
135244,(C-AM-ADV*,C-AM-ADV
135245,*,C-AM-ADV
135246,*,C-AM-ADV
135247,*),C-AM-ADV
135248,(AM-PRD*),AM-PRD
