,FUNC+1,FUNC+2,FUNC+3,FUNC-1,FUNC-2,FUNC-3
131502,ADVL,>N,ACC,PU,APP,PU
131503,>N,ACC,N<,STA,PU,APP
131504,ACC,N<,>N,ADVL,STA,PU
131505,N<,>N,P<,>N,ADVL,STA
131506,>N,P<,PU,ACC,>N,ADVL
131507,P<,PU,ADVL,N<,ACC,>N
131508,PU,ADVL,P<,>N,N<,ACC
131509,ADVL,P<,PU,P<,>N,N<
131510,P<,PU,,PU,P<,>N
131511,PU,,,ADVL,PU,P<
131512,,,,P<,ADVL,PU
131513,ADVL,STA,ACC,,,
131514,STA,ACC,N<,SUBJ,,
131515,ACC,N<,P<,ADVL,SUBJ,
131516,N<,P<,N<,STA,ADVL,SUBJ
131517,P<,N<,ADVL,ACC,STA,ADVL
131518,N<,ADVL,>N,N<,ACC,STA
131519,ADVL,>N,P<,P<,N<,ACC
131520,>N,P<,PU,N<,P<,N<
131521,P<,PU,,ADVL,N<,P<
131522,PU,,,>N,ADVL,N<
131523,,,,P<,>N,ADVL
131524,SUBJ,N<,P<,,,
131525,N<,P<,SUBJ,>N,,
131526,P<,SUBJ,N<,SUBJ,>N,
131527,SUBJ,N<,>N,N<,SUBJ,>N
131528,N<,>N,ACC,P<,N<,SUBJ
131529,>N,ACC,STA,SUBJ,P<,N<
131530,ACC,STA,MV,N<,SUBJ,P<
131531,STA,MV,PIV,>N,N<,SUBJ
131532,MV,PIV,P<,ACC,>N,N<
131533,PIV,P<,>N,STA,ACC,>N
131534,P<,>N,N<,MV,STA,ACC
131535,>N,N<,PU,PIV,MV,STA
131536,N<,PU,,P<,PIV,MV
131537,PU,,,>N,P<,PIV
131538,,,,N<,>N,P<
131539,SUBJ,N<,P<,,,
131540,N<,P<,SUBJ,>N,,
131541,P<,SUBJ,N<,SUBJ,>N,
131542,SUBJ,N<,>N,N<,SUBJ,>N
131543,N<,>N,ACC,P<,N<,SUBJ
131544,>N,ACC,STA,SUBJ,P<,N<
131545,ACC,STA,MV,N<,SUBJ,P<
131546,STA,MV,PIV,>N,N<,SUBJ
131547,MV,PIV,P<,ACC,>N,N<
131548,PIV,P<,>N,STA,ACC,>N
131549,P<,>N,N<,MV,STA,ACC
131550,>N,N<,PU,PIV,MV,STA
131551,N<,PU,,P<,PIV,MV
131552,PU,,,>N,P<,PIV
131553,,,,N<,>N,P<
131554,P<,PU,N<PRED,,,
131555,PU,N<PRED,N<,ADVL,,
131556,N<PRED,N<,>N,P<,ADVL,
131557,N<,>N,P<,PU,P<,ADVL
131558,>N,P<,PU,N<PRED,PU,P<
131559,P<,PU,ADVL,N<,N<PRED,PU
131560,PU,ADVL,STA,>N,N<,N<PRED
131561,ADVL,STA,MV,P<,>N,N<
131562,STA,MV,>N,PU,P<,>N
131563,MV,>N,SUBJ,ADVL,PU,P<
131564,>N,SUBJ,ADVL,STA,ADVL,PU
131565,SUBJ,ADVL,>N,MV,STA,ADVL
131566,ADVL,>N,>N,>N,MV,STA
131567,>N,>N,P<,SUBJ,>N,MV
131568,>N,P<,ADVL,ADVL,SUBJ,>N
131569,P<,ADVL,>N,>N,ADVL,SUBJ
131570,ADVL,>N,P<,>N,>N,ADVL
131571,>N,P<,N<,P<,>N,>N
131572,P<,N<,>N,ADVL,P<,>N
131573,N<,>N,P<,>N,ADVL,P<
131574,>N,P<,PU,P<,>N,ADVL
131575,P<,PU,,N<,P<,>N
131576,PU,,,>N,N<,P<
131577,,,,P<,>N,N<
131578,STA,ACC,ADVL,,,
131579,ACC,ADVL,>N,SUBJ,,
131580,ADVL,>N,P<,STA,SUBJ,
131581,>N,P<,,ACC,STA,SUBJ
131582,P<,,,ADVL,ACC,STA
131583,,,,>N,ADVL,ACC
131584,SUBJ,STA,MV,,,
131585,STA,MV,>N,>N,,
131586,MV,>N,ACC,SUBJ,>N,
131587,>N,ACC,N<,STA,SUBJ,>N
131588,ACC,N<,P<,MV,STA,SUBJ
131589,N<,P<,N<,>N,MV,STA
131590,P<,N<,>N,ACC,>N,MV
131591,N<,>N,P<,N<,ACC,>N
131592,>N,P<,PU,P<,N<,ACC
131593,P<,PU,N<PRED,N<,P<,N<
131594,PU,N<PRED,N<,>N,N<,P<
131595,N<PRED,N<,N<,P<,>N,N<
131596,N<,N<,P<,PU,P<,>N
131597,N<,P<,N<,N<PRED,PU,P<
131598,P<,N<,>N,N<,N<PRED,PU
131599,N<,>N,P<,N<,N<,N<PRED
131600,>N,P<,N<,P<,N<,N<
131601,P<,N<,>N,N<,P<,N<
131602,N<,>N,P<,>N,N<,P<
131603,>N,P<,N<,P<,>N,N<
131604,P<,N<,>N,N<,P<,>N
131605,N<,>N,P<,>N,N<,P<
131606,>N,P<,PU,P<,>N,N<
131607,P<,PU,ADVL,N<,P<,>N
131608,PU,ADVL,P<,>N,N<,P<
131609,ADVL,P<,PU,P<,>N,N<
131610,P<,PU,N<PRED,PU,P<,>N
131611,PU,N<PRED,N<,ADVL,PU,P<
131612,N<PRED,N<,>N,P<,ADVL,PU
131613,N<,>N,P<,PU,P<,ADVL
131614,>N,P<,N<,N<PRED,PU,P<
131615,P<,N<,>N,N<,N<PRED,PU
131616,N<,>N,P<,>N,N<,N<PRED
131617,>N,P<,PU,P<,>N,N<
131618,P<,PU,,N<,P<,>N
131619,PU,,,>N,N<,P<
131620,,,,P<,>N,N<
131621,SUBJ,STA,MV,,,
131622,STA,MV,PASS,>N,,
131623,MV,PASS,>N,SUBJ,>N,
131624,PASS,>N,P<,STA,SUBJ,>N
131625,>N,P<,N<,MV,STA,SUBJ
131626,P<,N<,>N,PASS,MV,STA
131627,N<,>N,P<,>N,PASS,MV
131628,>N,P<,N<,P<,>N,PASS
131629,P<,N<,PU,N<,P<,>N
131630,N<,PU,ADVL,>N,N<,P<
131631,PU,ADVL,>N,P<,>N,N<
131632,ADVL,>N,>N,N<,P<,>N
131633,>N,>N,P<,PU,N<,P<
131634,>N,P<,PU,ADVL,PU,N<
131635,P<,PU,,>N,ADVL,PU
131636,PU,,,>N,>N,ADVL
131637,,,,P<,>N,>N
131638,SUBJ,N<,STA,,,
131639,N<,STA,MV,>N,,
131640,STA,MV,ADVL,SUBJ,>N,
131641,MV,ADVL,>N,N<,SUBJ,>N
131642,ADVL,>N,P<,STA,N<,SUBJ
131643,>N,P<,N<,MV,STA,N<
131644,P<,N<,PU,ADVL,MV,STA
131645,N<,PU,,>N,ADVL,MV
131646,PU,,,P<,>N,ADVL
131647,,,,N<,P<,>N
131648,STA,>N,ACC,,,
131649,>N,ACC,PIV,SUBJ,,
131650,ACC,PIV,P<,STA,SUBJ,
131651,PIV,P<,PIV,>N,STA,SUBJ
131652,P<,PIV,>N,ACC,>N,STA
131653,PIV,>N,P<,PIV,ACC,>N
131654,>N,P<,PU,P<,PIV,ACC
131655,P<,PU,ADVL,PIV,P<,PIV
131656,PU,ADVL,ACC,>N,PIV,P<
131657,ADVL,ACC,>N,P<,>N,PIV
131658,ACC,>N,ACC,PU,P<,>N
131659,>N,ACC,PU,ADVL,PU,P<
131660,ACC,PU,,ACC,ADVL,PU
131661,PU,,,>N,ACC,ADVL
131662,,,,ACC,>N,ACC
131663,STA,>N,ACC,,,
131664,>N,ACC,PIV,SUBJ,,
131665,ACC,PIV,P<,STA,SUBJ,
131666,PIV,P<,PIV,>N,STA,SUBJ
131667,P<,PIV,>N,ACC,>N,STA
131668,PIV,>N,P<,PIV,ACC,>N
131669,>N,P<,PU,P<,PIV,ACC
131670,P<,PU,ADVL,PIV,P<,PIV
131671,PU,ADVL,ACC,>N,PIV,P<
131672,ADVL,ACC,>N,P<,>N,PIV
131673,ACC,>N,ACC,PU,P<,>N
131674,>N,ACC,PU,ADVL,PU,P<
131675,ACC,PU,,ACC,ADVL,PU
131676,PU,,,>N,ACC,ADVL
131677,,,,ACC,>N,ACC
131678,STA,>N,ACC,,,
131679,>N,ACC,PIV,SUBJ,,
131680,ACC,PIV,P<,STA,SUBJ,
131681,PIV,P<,PIV,>N,STA,SUBJ
131682,P<,PIV,>N,ACC,>N,STA
131683,PIV,>N,P<,PIV,ACC,>N
131684,>N,P<,PU,P<,PIV,ACC
131685,P<,PU,ADVL,PIV,P<,PIV
131686,PU,ADVL,ACC,>N,PIV,P<
131687,ADVL,ACC,>N,P<,>N,PIV
131688,ACC,>N,ACC,PU,P<,>N
131689,>N,ACC,PU,ADVL,PU,P<
131690,ACC,PU,,ACC,ADVL,PU
131691,PU,,,>N,ACC,ADVL
131692,,,,ACC,>N,ACC
131693,ADVL,SUBJ,STA,,,
131694,SUBJ,STA,MV,PU,,
131695,STA,MV,SC,ADVL,PU,
131696,MV,SC,N<,SUBJ,ADVL,PU
131697,SC,N<,N<,STA,SUBJ,ADVL
131698,N<,N<,>N,MV,STA,SUBJ
131699,N<,>N,P<,SC,MV,STA
131700,>N,P<,SUB,N<,SC,MV
131701,P<,SUB,>N,N<,N<,SC
131702,SUB,>N,SUBJ,>N,N<,N<
131703,>N,SUBJ,ADVL,P<,>N,N<
131704,SUBJ,ADVL,PU,SUB,P<,>N
131705,ADVL,PU,PU,>N,SUB,P<
131706,PU,PU,,SUBJ,>N,SUB
131707,PU,,,ADVL,SUBJ,>N
131708,,,,PU,ADVL,SUBJ
131709,ADVL,SUBJ,STA,,,
131710,SUBJ,STA,MV,PU,,
131711,STA,MV,SC,ADVL,PU,
131712,MV,SC,N<,SUBJ,ADVL,PU
131713,SC,N<,N<,STA,SUBJ,ADVL
131714,N<,N<,>N,MV,STA,SUBJ
131715,N<,>N,P<,SC,MV,STA
131716,>N,P<,SUB,N<,SC,MV
131717,P<,SUB,>N,N<,N<,SC
131718,SUB,>N,SUBJ,>N,N<,N<
131719,>N,SUBJ,ADVL,P<,>N,N<
131720,SUBJ,ADVL,PU,SUB,P<,>N
131721,ADVL,PU,PU,>N,SUB,P<
131722,PU,PU,,SUBJ,>N,SUB
131723,PU,,,ADVL,SUBJ,>N
131724,,,,PU,ADVL,SUBJ
131725,SUBJ,N<,PU,,,
131726,N<,PU,N<PRED,>N,,
131727,PU,N<PRED,N<,SUBJ,>N,
131728,N<PRED,N<,ADVL,N<,SUBJ,>N
131729,N<,ADVL,P<,PU,N<,SUBJ
131730,ADVL,P<,MV,N<PRED,PU,N<
131731,P<,MV,ACC,N<,N<PRED,PU
131732,MV,ACC,N<,ADVL,N<,N<PRED
131733,ACC,N<,ADVL,P<,ADVL,N<
131734,N<,ADVL,>N,MV,P<,ADVL
131735,ADVL,>N,P<,ACC,MV,P<
131736,>N,P<,PU,N<,ACC,MV
131737,P<,PU,ADVL,ADVL,N<,ACC
131738,PU,ADVL,STA,>N,ADVL,N<
131739,ADVL,STA,MV,P<,>N,ADVL
131740,STA,MV,PU,PU,P<,>N
131741,MV,PU,,ADVL,PU,P<
131742,PU,,,STA,ADVL,PU
131743,,,,MV,STA,ADVL
131744,SUBJ,N<,PU,,,
131745,N<,PU,N<PRED,>N,,
131746,PU,N<PRED,N<,SUBJ,>N,
131747,N<PRED,N<,ADVL,N<,SUBJ,>N
131748,N<,ADVL,P<,PU,N<,SUBJ
131749,ADVL,P<,MV,N<PRED,PU,N<
131750,P<,MV,ACC,N<,N<PRED,PU
131751,MV,ACC,N<,ADVL,N<,N<PRED
131752,ACC,N<,ADVL,P<,ADVL,N<
131753,N<,ADVL,>N,MV,P<,ADVL
131754,ADVL,>N,P<,ACC,MV,P<
131755,>N,P<,PU,N<,ACC,MV
131756,P<,PU,ADVL,ADVL,N<,ACC
131757,PU,ADVL,STA,>N,ADVL,N<
131758,ADVL,STA,MV,P<,>N,ADVL
131759,STA,MV,PU,PU,P<,>N
131760,MV,PU,,ADVL,PU,P<
131761,PU,,,STA,ADVL,PU
131762,,,,MV,STA,ADVL
131763,STA,>N,SC,,,
131764,>N,SC,>A,PU,,
131765,SC,>A,N<,STA,PU,
131766,>A,N<,PU,>N,STA,PU
131767,N<,PU,,SC,>N,STA
131768,PU,,,>A,SC,>N
131769,,,,N<,>A,SC
131770,PU,>N,SUBJ,,,
131771,>N,SUBJ,STA,ADVL,,
131772,SUBJ,STA,MV,PU,ADVL,
131773,STA,MV,>N,>N,PU,ADVL
131774,MV,>N,ACC,SUBJ,>N,PU
131775,>N,ACC,>P,STA,SUBJ,>N
131776,ACC,>P,ADVL,MV,STA,SUBJ
131777,>P,ADVL,P<,>N,MV,STA
131778,ADVL,P<,CO,ACC,>N,MV
131779,P<,CO,>P,>P,ACC,>N
131780,CO,>P,CJT,ADVL,>P,ACC
131781,>P,CJT,P<,P<,ADVL,>P
131782,CJT,P<,PU,CO,P<,ADVL
131783,P<,PU,PU,>P,CO,P<
131784,PU,PU,,CJT,>P,CO
131785,PU,,,P<,CJT,>P
131786,,,,PU,P<,CJT
131787,>N,P<,PU,,,
131788,P<,PU,SUBJ,ADVL,,
131789,PU,SUBJ,STA,>N,ADVL,
131790,SUBJ,STA,ACC,P<,>N,ADVL
131791,STA,ACC,>N,PU,P<,>N
131792,ACC,>N,ACC,SUBJ,PU,P<
131793,>N,ACC,PU,STA,SUBJ,PU
131794,ACC,PU,,ACC,STA,SUBJ
131795,PU,,,>N,ACC,STA
131796,,,,ACC,>N,ACC
131797,>N,P<,PU,,,
131798,P<,PU,SUBJ,ADVL,,
131799,PU,SUBJ,STA,>N,ADVL,
131800,SUBJ,STA,ACC,P<,>N,ADVL
131801,STA,ACC,>N,PU,P<,>N
131802,ACC,>N,ACC,SUBJ,PU,P<
131803,>N,ACC,PU,STA,SUBJ,PU
131804,ACC,PU,,ACC,STA,SUBJ
131805,PU,,,>N,ACC,STA
131806,,,,ACC,>N,ACC
131807,SUBJ,STA,>N,,,
131808,STA,>N,ACC,PU,,
131809,>N,ACC,N<,SUBJ,PU,
131810,ACC,N<,P<,STA,SUBJ,PU
131811,N<,P<,ACC,>N,STA,SUBJ
131812,P<,ACC,ACC,ACC,>N,STA
131813,ACC,ACC,PU,N<,ACC,>N
131814,ACC,PU,PU,P<,N<,ACC
131815,PU,PU,,ACC,P<,N<
131816,PU,,,ACC,ACC,P<
131817,,,,PU,ACC,ACC
131818,SUBJ,STA,>N,,,
131819,STA,>N,ACC,PU,,
131820,>N,ACC,N<,SUBJ,PU,
131821,ACC,N<,P<,STA,SUBJ,PU
131822,N<,P<,ACC,>N,STA,SUBJ
131823,P<,ACC,ACC,ACC,>N,STA
131824,ACC,ACC,PU,N<,ACC,>N
131825,ACC,PU,PU,P<,N<,ACC
131826,PU,PU,,ACC,P<,N<
131827,PU,,,ACC,ACC,P<
131828,,,,PU,ACC,ACC
131829,SUBJ,STA,>N,,,
131830,STA,>N,ACC,PU,,
131831,>N,ACC,N<,SUBJ,PU,
131832,ACC,N<,P<,STA,SUBJ,PU
131833,N<,P<,ACC,>N,STA,SUBJ
131834,P<,ACC,ACC,ACC,>N,STA
131835,ACC,ACC,PU,N<,ACC,>N
131836,ACC,PU,PU,P<,N<,ACC
131837,PU,PU,,ACC,P<,N<
131838,PU,,,ACC,ACC,P<
131839,,,,PU,ACC,ACC
131840,ADVL,>N,P<,,,
131841,>N,P<,N<,SA,,
131842,P<,N<,>N,ADVL,SA,
131843,N<,>N,P<,>N,ADVL,SA
131844,>N,P<,N<,P<,>N,ADVL
131845,P<,N<,P<,N<,P<,>N
131846,N<,P<,PU,>N,N<,P<
131847,P<,PU,N<PRED,P<,>N,N<
131848,PU,N<PRED,N<,N<,P<,>N
131849,N<PRED,N<,N<,P<,N<,P<
131850,N<,N<,>N,PU,P<,N<
131851,N<,>N,P<,N<PRED,PU,P<
131852,>N,P<,CJT,N<,N<PRED,PU
131853,P<,CJT,N<,N<,N<,N<PRED
131854,CJT,N<,P<,>N,N<,N<
131855,N<,P<,CO,P<,>N,N<
131856,P<,CO,CJT,CJT,P<,>N
131857,CO,CJT,N<,N<,CJT,P<
131858,CJT,N<,CO,P<,N<,CJT
131859,N<,CO,CJT,CO,P<,N<
131860,CO,CJT,PIV,CJT,CO,P<
131861,CJT,PIV,P<,N<,CJT,CO
131862,PIV,P<,PIV,CO,N<,CJT
131863,P<,PIV,>N,CJT,CO,N<
131864,PIV,>N,P<,PIV,CJT,CO
131865,>N,P<,N<,P<,PIV,CJT
131866,P<,N<,PASS,PIV,P<,PIV
131867,N<,PASS,>N,>N,PIV,P<
131868,PASS,>N,P<,P<,>N,PIV
131869,>N,P<,N<,N<,P<,>N
131870,P<,N<,ADVL,PASS,N<,P<
131871,N<,ADVL,>N,>N,PASS,N<
131872,ADVL,>N,P<,P<,>N,PASS
131873,>N,P<,PU,N<,P<,>N
131874,P<,PU,>N,ADVL,N<,P<
131875,PU,>N,SUBJ,>N,ADVL,N<
131876,>N,SUBJ,STA,P<,>N,ADVL
131877,SUBJ,STA,ACC,PU,P<,>N
131878,STA,ACC,N<,>N,PU,P<
131879,ACC,N<,P<,SUBJ,>N,PU
131880,N<,P<,PU,STA,SUBJ,>N
131881,P<,PU,N<PRED,ACC,STA,SUBJ
131882,PU,N<PRED,P<,N<,ACC,STA
131883,N<PRED,P<,N<,P<,N<,ACC
131884,P<,N<,>N,PU,P<,N<
131885,N<,>N,>N,N<PRED,PU,P<
131886,>N,>N,P<,P<,N<PRED,PU
131887,>N,P<,N<,N<,P<,N<PRED
131888,P<,N<,P<,>N,N<,P<
131889,N<,P<,PU,>N,>N,N<
131890,P<,PU,,P<,>N,>N
131891,PU,,,N<,P<,>N
131892,,,,P<,N<,P<
131893,ADVL,>N,P<,,,
131894,>N,P<,N<,SA,,
131895,P<,N<,>N,ADVL,SA,
131896,N<,>N,P<,>N,ADVL,SA
131897,>N,P<,N<,P<,>N,ADVL
131898,P<,N<,P<,N<,P<,>N
131899,N<,P<,PU,>N,N<,P<
131900,P<,PU,N<PRED,P<,>N,N<
131901,PU,N<PRED,N<,N<,P<,>N
131902,N<PRED,N<,N<,P<,N<,P<
131903,N<,N<,>N,PU,P<,N<
131904,N<,>N,P<,N<PRED,PU,P<
131905,>N,P<,CJT,N<,N<PRED,PU
131906,P<,CJT,N<,N<,N<,N<PRED
131907,CJT,N<,P<,>N,N<,N<
131908,N<,P<,CO,P<,>N,N<
131909,P<,CO,CJT,CJT,P<,>N
131910,CO,CJT,N<,N<,CJT,P<
131911,CJT,N<,CO,P<,N<,CJT
131912,N<,CO,CJT,CO,P<,N<
131913,CO,CJT,PIV,CJT,CO,P<
131914,CJT,PIV,P<,N<,CJT,CO
131915,PIV,P<,PIV,CO,N<,CJT
131916,P<,PIV,>N,CJT,CO,N<
131917,PIV,>N,P<,PIV,CJT,CO
131918,>N,P<,N<,P<,PIV,CJT
131919,P<,N<,PASS,PIV,P<,PIV
131920,N<,PASS,>N,>N,PIV,P<
131921,PASS,>N,P<,P<,>N,PIV
131922,>N,P<,N<,N<,P<,>N
131923,P<,N<,ADVL,PASS,N<,P<
131924,N<,ADVL,>N,>N,PASS,N<
131925,ADVL,>N,P<,P<,>N,PASS
131926,>N,P<,PU,N<,P<,>N
131927,P<,PU,>N,ADVL,N<,P<
131928,PU,>N,SUBJ,>N,ADVL,N<
131929,>N,SUBJ,STA,P<,>N,ADVL
131930,SUBJ,STA,ACC,PU,P<,>N
131931,STA,ACC,N<,>N,PU,P<
131932,ACC,N<,P<,SUBJ,>N,PU
131933,N<,P<,PU,STA,SUBJ,>N
131934,P<,PU,N<PRED,ACC,STA,SUBJ
131935,PU,N<PRED,P<,N<,ACC,STA
131936,N<PRED,P<,N<,P<,N<,ACC
131937,P<,N<,>N,PU,P<,N<
131938,N<,>N,>N,N<PRED,PU,P<
131939,>N,>N,P<,P<,N<PRED,PU
131940,>N,P<,N<,N<,P<,N<PRED
131941,P<,N<,P<,>N,N<,P<
131942,N<,P<,PU,>N,>N,N<
131943,P<,PU,,P<,>N,>N
131944,PU,,,N<,P<,>N
131945,,,,P<,N<,P<
131946,SUBJ,STA,>N,,,
131947,STA,>N,ACC,>N,,
131948,>N,ACC,N<,SUBJ,>N,
131949,ACC,N<,P<,STA,SUBJ,>N
131950,N<,P<,N<,>N,STA,SUBJ
131951,P<,N<,>N,ACC,>N,STA
131952,N<,>N,P<,N<,ACC,>N
131953,>N,P<,N<,P<,N<,ACC
131954,P<,N<,>N,N<,P<,N<
131955,N<,>N,P<,>N,N<,P<
131956,>N,P<,PU,P<,>N,N<
131957,P<,PU,N<PRED,N<,P<,>N
131958,PU,N<PRED,>N,>N,N<,P<
131959,N<PRED,>N,P<,P<,>N,N<
131960,>N,P<,PU,PU,P<,>N
131961,P<,PU,,N<PRED,PU,P<
131962,PU,,,>N,N<PRED,PU
131963,,,,P<,>N,N<PRED
131964,>N,ACC,N<,,,
131965,ACC,N<,PU,STA,,
131966,N<,PU,N<PRED,>N,STA,
131967,PU,N<PRED,P<,ACC,>N,STA
131968,N<PRED,P<,CO,N<,ACC,>N
131969,P<,CO,CJT,PU,N<,ACC
131970,CO,CJT,PU,N<PRED,PU,N<
131971,CJT,PU,N<PRED,P<,N<PRED,PU
131972,PU,N<PRED,SUBJ,CO,P<,N<PRED
131973,N<PRED,SUBJ,ADVL,CJT,CO,P<
131974,SUBJ,ADVL,>N,PU,CJT,CO
131975,ADVL,>N,P<,N<PRED,PU,CJT
131976,>N,P<,ACC,SUBJ,N<PRED,PU
131977,P<,ACC,N<,ADVL,SUBJ,N<PRED
131978,ACC,N<,PU,>N,ADVL,SUBJ
131979,N<,PU,,P<,>N,ADVL
131980,PU,,,ACC,P<,>N
131981,,,,N<,ACC,P<
131982,>N,ACC,N<,,,
131983,ACC,N<,PU,STA,,
131984,N<,PU,N<PRED,>N,STA,
131985,PU,N<PRED,P<,ACC,>N,STA
131986,N<PRED,P<,CO,N<,ACC,>N
131987,P<,CO,CJT,PU,N<,ACC
131988,CO,CJT,PU,N<PRED,PU,N<
131989,CJT,PU,N<PRED,P<,N<PRED,PU
131990,PU,N<PRED,SUBJ,CO,P<,N<PRED
131991,N<PRED,SUBJ,ADVL,CJT,CO,P<
131992,SUBJ,ADVL,>N,PU,CJT,CO
131993,ADVL,>N,P<,N<PRED,PU,CJT
131994,>N,P<,ACC,SUBJ,N<PRED,PU
131995,P<,ACC,N<,ADVL,SUBJ,N<PRED
131996,ACC,N<,PU,>N,ADVL,SUBJ
131997,N<,PU,,P<,>N,ADVL
131998,PU,,,ACC,P<,>N
131999,,,,N<,ACC,P<
132000,SUBJ,ADVL,PU,,,
132001,ADVL,PU,SUBJ,SUB,,
132002,PU,SUBJ,STA,SUBJ,SUB,
132003,SUBJ,STA,MV,ADVL,SUBJ,SUB
132004,STA,MV,PIV,PU,ADVL,SUBJ
132005,MV,PIV,P<,SUBJ,PU,ADVL
132006,PIV,P<,ADVL,STA,SUBJ,PU
132007,P<,ADVL,ADVL,MV,STA,SUBJ
132008,ADVL,ADVL,SA,PIV,MV,STA
132009,ADVL,SA,>N,P<,PIV,MV
132010,SA,>N,P<,ADVL,P<,PIV
132011,>N,P<,PU,ADVL,ADVL,P<
132012,P<,PU,,SA,ADVL,ADVL
132013,PU,,,>N,SA,ADVL
132014,,,,P<,>N,SA
132015,SUBJ,ADVL,PU,,,
132016,ADVL,PU,SUBJ,SUB,,
132017,PU,SUBJ,STA,SUBJ,SUB,
132018,SUBJ,STA,MV,ADVL,SUBJ,SUB
132019,STA,MV,PIV,PU,ADVL,SUBJ
132020,MV,PIV,P<,SUBJ,PU,ADVL
132021,PIV,P<,ADVL,STA,SUBJ,PU
132022,P<,ADVL,ADVL,MV,STA,SUBJ
132023,ADVL,ADVL,SA,PIV,MV,STA
132024,ADVL,SA,>N,P<,PIV,MV
132025,SA,>N,P<,ADVL,P<,PIV
132026,>N,P<,PU,ADVL,ADVL,P<
132027,P<,PU,,SA,ADVL,ADVL
132028,PU,,,>N,SA,ADVL
132029,,,,P<,>N,SA
132030,SUBJ,ADVL,PU,,,
132031,ADVL,PU,SUBJ,SUB,,
132032,PU,SUBJ,STA,SUBJ,SUB,
132033,SUBJ,STA,MV,ADVL,SUBJ,SUB
132034,STA,MV,PIV,PU,ADVL,SUBJ
132035,MV,PIV,P<,SUBJ,PU,ADVL
132036,PIV,P<,ADVL,STA,SUBJ,PU
132037,P<,ADVL,ADVL,MV,STA,SUBJ
132038,ADVL,ADVL,SA,PIV,MV,STA
132039,ADVL,SA,>N,P<,PIV,MV
132040,SA,>N,P<,ADVL,P<,PIV
132041,>N,P<,PU,ADVL,ADVL,P<
132042,P<,PU,,SA,ADVL,ADVL
132043,PU,,,>N,SA,ADVL
132044,,,,P<,>N,SA
132045,N<,>N,P<,,,
132046,>N,P<,N<,SUBJ,,
132047,P<,N<,>N,N<,SUBJ,
132048,N<,>N,P<,>N,N<,SUBJ
132049,>N,P<,PU,P<,>N,N<
132050,P<,PU,N<PRED,N<,P<,>N
132051,PU,N<PRED,PASS,>N,N<,P<
132052,N<PRED,PASS,>N,P<,>N,N<
132053,PASS,>N,P<,PU,P<,>N
132054,>N,P<,PU,N<PRED,PU,P<
132055,P<,PU,STA,PASS,N<PRED,PU
132056,PU,STA,ACC,>N,PASS,N<PRED
132057,STA,ACC,N<,P<,>N,PASS
132058,ACC,N<,>N,PU,P<,>N
132059,N<,>N,P<,STA,PU,P<
132060,>N,P<,PU,ACC,STA,PU
132061,P<,PU,N<PRED,N<,ACC,STA
132062,PU,N<PRED,N<,>N,N<,ACC
132063,N<PRED,N<,P<,P<,>N,N<
132064,N<,P<,PU,PU,P<,>N
132065,P<,PU,N<PRED,N<PRED,PU,P<
132066,PU,N<PRED,PASS,N<,N<PRED,PU
132067,N<PRED,PASS,>N,P<,N<,N<PRED
132068,PASS,>N,P<,PU,P<,N<
132069,>N,P<,N<,N<PRED,PU,P<
132070,P<,N<,>N,PASS,N<PRED,PU
132071,N<,>N,P<,>N,PASS,N<PRED
132072,>N,P<,ADVL,P<,>N,PASS
132073,P<,ADVL,A<,N<,P<,>N
132074,ADVL,A<,P<,>N,N<,P<
132075,A<,P<,CO,P<,>N,N<
132076,P<,CO,CJT,ADVL,P<,>N
132077,CO,CJT,N<,A<,ADVL,P<
132078,CJT,N<,ADVL,P<,A<,ADVL
132079,N<,ADVL,SUB,CO,P<,A<
132080,ADVL,SUB,>N,CJT,CO,P<
132081,SUB,>N,SUBJ,N<,CJT,CO
132082,>N,SUBJ,P<,ADVL,N<,CJT
132083,SUBJ,P<,MV,SUB,ADVL,N<
132084,P<,MV,PU,>N,SUB,ADVL
132085,MV,PU,,SUBJ,>N,SUB
132086,PU,,,P<,SUBJ,>N
132087,,,,MV,P<,SUBJ
132088,>N,P<,PU,,,
132089,P<,PU,STA,ADVL,,
132090,PU,STA,SC,>N,ADVL,
132091,STA,SC,>N,P<,>N,ADVL
132092,SC,>N,SUBJ,PU,P<,>N
132093,>N,SUBJ,N<,STA,PU,P<
132094,SUBJ,N<,>N,SC,STA,PU
132095,N<,>N,P<,>N,SC,STA
132096,>N,P<,N<,SUBJ,>N,SC
132097,P<,N<,N<,N<,SUBJ,>N
132098,N<,N<,>N,>N,N<,SUBJ
132099,N<,>N,P<,P<,>N,N<
132100,>N,P<,N<,N<,P<,>N
132101,P<,N<,SUB,N<,N<,P<
132102,N<,SUB,SUBJ,>N,N<,N<
132103,SUB,SUBJ,P<,P<,>N,N<
132104,SUBJ,P<,>N,N<,P<,>N
132105,P<,>N,ACC,SUB,N<,P<
132106,>N,ACC,N<,SUBJ,SUB,N<
132107,ACC,N<,A<,P<,SUBJ,SUB
132108,N<,A<,P<,>N,P<,SUBJ
132109,A<,P<,N<,ACC,>N,P<
132110,P<,N<,>N,N<,ACC,>N
132111,N<,>N,P<,A<,N<,ACC
132112,>N,P<,PU,P<,A<,N<
132113,P<,PU,,N<,P<,A<
132114,PU,,,>N,N<,P<
132115,,,,P<,>N,N<
132116,>N,P<,PU,,,
